MB214 Q0 305848278581387265 1 10.295075 2013-2014-baseline# TResult(id:305848278581387265, rsv:10.295075416564941, screen_name:cincottapeter, epoch:1361754886, text:@gallit_z Common Core is a U.S. thing.  Common standards for math and english/language arts.  We are in the middle of the transition now., followers_count:254, statuses_count:1465, lang:null, in_reply_to_status_id:305847516530884609, in_reply_to_user_id:183925841, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 308758144098639872 4677 3.959114 2013-2014-baseline# TResult(id:308758144098639872, rsv:3.959113836288452, screen_name:OriginalllGl, epoch:1362448652, text:Took my time unwinding a baseball &amp; this is what I found in the core. http://t.co/4SI9owWc1Z, followers_count:275, statuses_count:2548, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305786311938306048 4678 3.959114 2013-2014-baseline# TResult(id:305786311938306048, rsv:3.959113836288452, screen_name:shaliedonk, epoch:1361740112, text:@_itssarahyo play rap at my burial service so everyone remembers me as a hard core swagalicious gangster, followers_count:144, statuses_count:3618, lang:null, in_reply_to_status_id:305785223940014080, in_reply_to_user_id:1048809552, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305789424120242177 4679 3.959114 2013-2014-baseline# TResult(id:305789424120242177, rsv:3.959113836288452, screen_name:mobilehackathon, epoch:1361740854, text:TheVerge: Nvidia Phoenix hands-on: the 5-inch, quad-core blueprint for mainstream superphones http://t.co/kwLGqxWTbM, followers_count:1283, statuses_count:5326, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 303353443660230657 4680 3.959114 2013-2014-baseline# TResult(id:303353443660230657, rsv:3.959113836288452, screen_name:_ShelbWilliams_, epoch:1361160071, text:@kenzo_fosho YOU, ME, TOTALLY TONED TOMORROW AT 9 and CORE BLAST AT 10. #please? 😩, followers_count:368, statuses_count:1374, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 303354517410426880 4681 3.959114 2013-2014-baseline# TResult(id:303354517410426880, rsv:3.959113836288452, screen_name:purplebear1962, epoch:1361160327, text:Apple slices with the cores removed using mini cookie cutters. Serve with carmel dip for Halloween p http://t.co/wokZCkq8, followers_count:7, statuses_count:1970, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 308752616010162176 4682 3.959114 2013-2014-baseline# TResult(id:308752616010162176, rsv:3.959113836288452, screen_name:E_Stranged, epoch:1362447334, text:#xbox360 Receive a free MGS4 Raiden skin for Metal Gear Rising by signing up for Konami CORE http://t.co/BnqR1pc9jN, followers_count:7, statuses_count:93281, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 312820952482340865 4683 3.959114 2013-2014-baseline# TResult(id:312820952482340865, rsv:3.959113836288452, screen_name:JohannaStuart6, epoch:1363417301, text:Im pretty sure the ''freaks'' MV can be considered as soft core porn,ohh nicki minaj hahahah.110, followers_count:0, statuses_count:78, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 303364780872331265 4684 3.959114 2013-2014-baseline# TResult(id:303364780872331265, rsv:3.959113836288452, screen_name:thaguy67, epoch:1361162774, text:The feeling of my arms, legs, chest, and core being tight after a workout#love#weights, followers_count:555, statuses_count:6306, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 312833401168207872 4685 3.959114 2013-2014-baseline# TResult(id:312833401168207872, rsv:3.959113836288452, screen_name:Mi0615L, epoch:1363420269, text:みんなかわいい～♥♥♥RT"@tuusan140: ぴにカムバ ティザー！ 130316 INFINITE Comeback Stage preview at Music Core http://t.co/BL30R0r2PN @youtubeさんから", followers_count:136, statuses_count:18010, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 309257287250370560 4686 3.959114 2013-2014-baseline# TResult(id:309257287250370560, rsv:3.959113836288452, screen_name:amzn_note, epoch:1362567657, text:第10位 APPLE MacBook Pro 13.3/2.9GHz Core i7/8GB/750GB/8xSuperDrive DL MD102J/A http://t.co/G5HcavNvYw, followers_count:224, statuses_count:451, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 312924690194788353 4687 3.959114 2013-2014-baseline# TResult(id:312924690194788353, rsv:3.959113836288452, screen_name:jonesphil6, epoch:1363442034, text:Off to Las Vegas @IHRSA @UNLV  @Score D2 Core Control and RT1 making a splash! @DynavisionSport, followers_count:288, statuses_count:43, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 297540519985299457 4688 3.959114 2013-2014-baseline# TResult(id:297540519985299457, rsv:3.959113836288452, screen_name:GroupieGlam, epoch:1359774162, text:@hoopnotica After 30 days was done, stronger, tighter core...and an inch off waist., followers_count:372, statuses_count:15259, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 316381522305351680 4689 3.959114 2013-2014-baseline# TResult(id:316381522305351680, rsv:3.959113836288452, screen_name:techtack, epoch:1364266207, text:Samsung NP740U3E-A01UB : Touchscreen, ULV Core i5-3337U, Windows 8: Another touchscreen… http://t.co/CgTWuFKK3p, followers_count:126, statuses_count:3102, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310701243519602688 4690 3.959114 2013-2014-baseline# TResult(id:310701243519602688, rsv:3.959113836288452, screen_name:kabu356, epoch:1362911923, text:ヤフーオークション　パソコン　ＰＣ　[ﾔﾌｵｸ]Core i7 2700K/Dual 4GB/500GB/DVD±R/Intel H61 http://t.co/xUAQIadSfb #followme #followmejp #sougofollow, followers_count:636, statuses_count:14815, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 304643468968472576 4691 3.959114 2013-2014-baseline# TResult(id:304643468968472576, rsv:3.959113836288452, screen_name:apple_goods, epoch:1361467637, text:Appleのベストセラー→ １位： APPLE MacBook Air 1.8GHz Core i5/13.3/4GB/128GB MD231J/A http://t.co/6lFdmnUFrN 　#Apple　#アップル, followers_count:1335, statuses_count:123436, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 304647742964244480 4692 3.959114 2013-2014-baseline# TResult(id:304647742964244480, rsv:3.959113836288452, screen_name:ziallls, epoch:1361468656, text:when niall hits 10 million follows im going to take myself  down to the core of the earth to live, followers_count:988, statuses_count:117111, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310698458480787456 4693 3.959114 2013-2014-baseline# TResult(id:310698458480787456, rsv:3.959113836288452, screen_name:MadgePalmer7, epoch:1362911259, text:My abs are #sexy as fuck. I don't fuck around when in workout my core. #porn #pornstar #sexy, followers_count:0, statuses_count:90, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 299012020278280193 4694 3.959114 2013-2014-baseline# TResult(id:299012020278280193, rsv:3.959113836288452, screen_name:abcn9, epoch:1360124995, text:@sinhapuneet  No protest can sustain without  'core essence'. Others are bubbles disappear with time. Lol:-)., followers_count:39, statuses_count:76, lang:en, in_reply_to_status_id:299008838714130434, in_reply_to_user_id:87918057, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310693521801740288 4695 3.959114 2013-2014-baseline# TResult(id:310693521801740288, rsv:3.959113836288452, screen_name:CouponAdmiral, epoch:1362910082, text:New low price- Sony VAIO Tap 20″ Custom Mobile Desktop Standard Intel Core i3/i7 http://t.co/Cm7bU8UrRW, followers_count:46, statuses_count:787, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 307703440249860096 4696 3.959114 2013-2014-baseline# TResult(id:307703440249860096, rsv:3.959113836288452, screen_name:ashleyy_hines, epoch:1362197191, text:Why isn't it possible to take all of my core classes and switch them to all art classes?, followers_count:750, statuses_count:16328, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 298478785802686464 4697 3.959114 2013-2014-baseline# TResult(id:298478785802686464, rsv:3.959113836288452, screen_name:DavidJR1215, epoch:1359997862, text:I liked a @YouTube video http://t.co/zxnaTcpn case modded xbox 360 talismoon xcm core cooler v2 painted benq cover led storm, followers_count:502, statuses_count:4478, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310798211646365697 4698 3.959114 2013-2014-baseline# TResult(id:310798211646365697, rsv:3.959113836288452, screen_name:greendesignit, epoch:1362935042, text:Categories that describe your core Business - Low priced websites, fast!  http://t.co/kMDwtEsgxY #webdesign #joomla, followers_count:5185, statuses_count:100058, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310805413236981760 4699 3.959114 2013-2014-baseline# TResult(id:310805413236981760, rsv:3.959113836288452, screen_name:echon88, epoch:1362936759, text:JWST will be 100 times more powerful than Hubble!! Get ready for hard-core intergalaxy trip! #JWST, followers_count:137, statuses_count:5550, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310180931703021569 4700 3.959114 2013-2014-baseline# TResult(id:310180931703021569, rsv:3.959113836288452, screen_name:Isaacetez, epoch:1362787871, text:Enugu – the killings continue via Vanguard News - Outside the core Northern states where the ... http://t.co/1PrCCHuMWm, followers_count:206, statuses_count:14058, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 299005036762112001 4701 3.959114 2013-2014-baseline# TResult(id:299005036762112001, rsv:3.959113836288452, screen_name:BowersKristen, epoch:1360123330, text:@jwdaughiii @jameytsmith okay that project X remix I was hard core getting it in the back seat hahaha #PUMPED, followers_count:623, statuses_count:7486, lang:en, in_reply_to_status_id:299004391057395712, in_reply_to_user_id:467974260, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 309958721696579584 4702 3.959114 2013-2014-baseline# TResult(id:309958721696579584, rsv:3.959113836288452, screen_name:FindAppleDeals, epoch:1362734892, text:#apple Apple MacBook Core 2 Duo 2.4GHz 13"-2GB RAM-160GB HDD-Lion|MB403LL/A(2010) http://t.co/4kV5UovwFa, followers_count:0, statuses_count:110914, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 300445025177858048 4703 3.959114 2013-2014-baseline# TResult(id:300445025177858048, rsv:3.959113836288452, screen_name:tothepoweri3106, epoch:1360466650, text:Deputy City Manager Jim Westmoreland: Inadequate communications and advance work notification is the core issue #gsopol #dukeenergy, followers_count:43, statuses_count:33, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 316048163226136577 4704 3.959114 2013-2014-baseline# TResult(id:316048163226136577, rsv:3.959113836288452, screen_name:Grunburger, epoch:1364186728, text:@HurricanePink_ I haven't picked up any glasses yet... So i'm just a core nerd atm., followers_count:135, statuses_count:7043, lang:null, in_reply_to_status_id:316047561796485120, in_reply_to_user_id:944827633, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 315681761420005376 4705 3.959114 2013-2014-baseline# TResult(id:315681761420005376, rsv:3.959113836288452, screen_name:WoottenPeggy, epoch:1364099371, text:I just entered to win the ultimate Core i5 Ultrabook from @Gogo - you can enter too at  http://t.co/pi7BBskrg9, followers_count:186, statuses_count:56, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 315686446440783872 4706 3.959114 2013-2014-baseline# TResult(id:315686446440783872, rsv:3.959113836288452, screen_name:makeupbella, epoch:1364100488, text:11%OFF #deal $15.92 real Techniques Core Collection Set http://t.co/T1r1KS7MCw #makeup #women #girls #hot #gift, followers_count:8, statuses_count:12101, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313649860203139074 4707 3.959114 2013-2014-baseline# TResult(id:313649860203139074, rsv:3.959113836288452, screen_name:apple_goods, epoch:1363614928, text:Appleのベストセラー→ ４位： APPLE MacBook Pro 13.3/2.4GHz Core i5/4G/500GB/Thunderbolt MD313J/A http://t.co/MUUp1171yY 　#Apple　#アップル, followers_count:1428, statuses_count:142256, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 314199947358654464 4708 3.959114 2013-2014-baseline# TResult(id:314199947358654464, rsv:3.959113836288452, screen_name:aaliyahpatters3, epoch:1363746079, text:Refurb ASUS Core i3 Dual 12" Touchscreen Laptop for $300 + free shipping http://t.co/iYA8dNE0NJ, followers_count:102, statuses_count:54491, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 314199947375439872 4709 3.959114 2013-2014-baseline# TResult(id:314199947375439872, rsv:3.959113836288452, screen_name:JusticeSNYDERs, epoch:1363746079, text:Refurb ASUS Core i3 Dual 12" Touchscreen Laptop for $300 + free shipping http://t.co/3FgRxfxO6q, followers_count:203, statuses_count:29425, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 314194645754200065 4710 3.959114 2013-2014-baseline# TResult(id:314194645754200065, rsv:3.959113836288452, screen_name:Electivirus, epoch:1363744815, text:Time to mine some ore. Will I find an ore that rocks my core like never before? #MH3U, followers_count:471, statuses_count:248696, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310442324918407168 4711 3.959114 2013-2014-baseline# TResult(id:310442324918407168, rsv:3.959113836288452, screen_name:jibsonzkr, epoch:1362850192, text:Riln , in short if i see any i will disgrace him to the core !@Fatimaa__S, followers_count:111, statuses_count:447, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 307760331759968256 4712 3.959114 2013-2014-baseline# TResult(id:307760331759968256, rsv:3.959113836288452, screen_name:ilovedaehyun, epoch:1362210755, text:[Music Core Live Update] TEEN TOP – Missing You + Miss Right *Comeback Stage*, followers_count:195, statuses_count:33937, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 314208445005975552 4713 3.959114 2013-2014-baseline# TResult(id:314208445005975552, rsv:3.959113836288452, screen_name:HaizoHyzo, epoch:1363748105, text:Every one minute your stomach will produce a fat after eating. So focus on your core exercise., followers_count:367, statuses_count:13743, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 311248520508219392 4714 3.959114 2013-2014-baseline# TResult(id:311248520508219392, rsv:3.959113836288452, screen_name:ImYour_Bosnian, epoch:1363042404, text:The fact that me and @GLATT_andyellow had to for our core work out with the boys today........ #acawkward, followers_count:308, statuses_count:3438, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 297761161347219456 4715 3.959114 2013-2014-baseline# TResult(id:297761161347219456, rsv:3.959113836288452, screen_name:xaschawithlove, epoch:1359826767, text:@MitchMarchand naw it's not rhetorical. I just realized I'm a vegan lesbian soft core porn star, followers_count:356, statuses_count:26670, lang:en, in_reply_to_status_id:297760521988501504, in_reply_to_user_id:142399761, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 312874224333234176 4716 3.959114 2013-2014-baseline# TResult(id:312874224333234176, rsv:3.959113836288452, screen_name:Lenoraxt84, epoch:1363430002, text:Diamond Products 07267 NA 2" Wet Carbide Plate Cutter Core Bit with 20 Inserts for... http://t.co/jM8SZsozmh, followers_count:0, statuses_count:198474, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 311240408732688384 4717 3.959114 2013-2014-baseline# TResult(id:311240408732688384, rsv:3.959113836288452, screen_name:MamaloletG, epoch:1363040470, text:I did body pump and I like our pump instructor, she's a hard core. I love it., followers_count:361, statuses_count:679, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 310437413421985792 4718 3.959114 2013-2014-baseline# TResult(id:310437413421985792, rsv:3.959113836288452, screen_name:doonala, epoch:1362849021, text:A varsity jacket that once belonged to a hunk from the 50's, vintage to the core, #wishlist, followers_count:934, statuses_count:11403, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 311208120963719168 4719 3.959114 2013-2014-baseline# TResult(id:311208120963719168, rsv:3.959113836288452, screen_name:FindAppleDeals, epoch:1363032772, text:#apple MacBook 13” Intel Core 2 Duo 2.83 GHz, 160HD w/ 2GB Ram Laptop MA699LL/A http://t.co/qegzafRlVV, followers_count:0, statuses_count:114107, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 311212793435136000 4720 3.959114 2013-2014-baseline# TResult(id:311212793435136000, rsv:3.959113836288452, screen_name:SnappleLlama, epoch:1363033886, text:Samsung’s octo-core processor is ‘ready for prime time,’ says ARM strategist http://t.co/HSWrlcGwys via @prismatic  *drool*, followers_count:385, statuses_count:10182, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306698942173814786 4721 3.959114 2013-2014-baseline# TResult(id:306698942173814786, rsv:3.959113836288452, screen_name:CwB_London, epoch:1361957700, text:von Furstenberg "CLIC CORE: Connecting documents in Open Access repositories which has had an exponential growth" #WSIS, followers_count:59, statuses_count:576, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306229888963186688 4722 3.959114 2013-2014-baseline# TResult(id:306229888963186688, rsv:3.959113836288452, screen_name:DodikAdhitm, epoch:1361845869, text:LG Optimus L5 II, Smartphone Single Core Jelly Bean 4 Inci Terbaru Di Ajang Mobile World Congress 2013 http://t.co/K4DTLexz2k, followers_count:1830, statuses_count:51236, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313237396533678081 4723 3.959114 2013-2014-baseline# TResult(id:313237396533678081, rsv:3.959113836288452, screen_name:JoJoPinoy1, epoch:1363516589, text:Did a core fitness workout for 1 min. Back to the normal routine., http://t.co/aQU2OGvTfc, followers_count:61, statuses_count:525, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313131859464843264 4724 3.959114 2013-2014-baseline# TResult(id:313131859464843264, rsv:3.959113836288452, screen_name:KathleenMaher64, epoch:1363491427, text:@Groovetune those r the core units.diploma of music business at GCIT (TAFE on the GC) http://t.co/447wpNYt5Y, followers_count:180, statuses_count:284, lang:null, in_reply_to_status_id:313129282467659776, in_reply_to_user_id:39353637, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313135789527683072 4725 3.959114 2013-2014-baseline# TResult(id:313135789527683072, rsv:3.959113836288452, screen_name:nickisalute, epoch:1363492364, text:Or... I could rip some more shit up. Hmm.. Late night core session. 😌, followers_count:683, statuses_count:26365, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 313127161831776256 4726 3.959114 2013-2014-baseline# TResult(id:313127161831776256, rsv:3.959113836288452, screen_name:MidwestChemSafe, epoch:1363490307, text:@Chemjobber LANL's maintenance program is tight and a great example of hard-core Deming cycle application., followers_count:26, statuses_count:713, lang:null, in_reply_to_status_id:313126437613887488, in_reply_to_user_id:189364778, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 314609621828509696 4727 3.959114 2013-2014-baseline# TResult(id:314609621828509696, rsv:3.959113836288452, screen_name:zimbabwekid, epoch:1363843753, text:@MsiBliss I was thinkin bout the gazillion core curriculum classes that most students HAVE to take but have..., followers_count:69655, statuses_count:10192, lang:null, in_reply_to_status_id:314606781009625088, in_reply_to_user_id:268367309, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 314611173704216578 4728 3.959114 2013-2014-baseline# TResult(id:314611173704216578, rsv:3.959113836288452, screen_name:apple_goods, epoch:1363844123, text:Appleのベストセラー→ ５位： APPLE MacBook Pro 13.3/2.4GHz Core i5/4G/500GB/Thunderbolt MD313J/A http://t.co/MbC71CQTS9 　#Apple　#アップル, followers_count:1436, statuses_count:144299, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 311210541077131264 4729 3.959114 2013-2014-baseline# TResult(id:311210541077131264, rsv:3.959113836288452, screen_name:WESTLIFEBEAR, epoch:1363033349, text:@spongeredfern oh core u delete it? And if its anything like a cold I will get it next lol, followers_count:582, statuses_count:3739, lang:null, in_reply_to_status_id:311210113321017344, in_reply_to_user_id:369947510, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 311214290797486082 4730 3.959114 2013-2014-baseline# TResult(id:311214290797486082, rsv:3.959113836288452, screen_name:LeaJohnson_11, epoch:1363034243, text:@StephenFountain  Core class at BodyPlex from 5-5:30 on Tuesdays.....Oh my!!, followers_count:48, statuses_count:23, lang:null, in_reply_to_status_id:310914794549047296, in_reply_to_user_id:72941135, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306123957612982272 4731 3.959114 2013-2014-baseline# TResult(id:306123957612982272, rsv:3.959113836288452, screen_name:CoralMaguire, epoch:1361820613, text:I strongly recommend #pilates classes so painful! Works the core muscles feeling good after that class, followers_count:267, statuses_count:8081, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306477780726607872 4732 3.959114 2013-2014-baseline# TResult(id:306477780726607872, rsv:3.959113836288452, screen_name:IKnowMyPurpose_, epoch:1361904971, text:Follow @IKnowMyPurpose_  and #know your core #purpose and live #powerfully and vibrantly. U #deserve the #best. #Know, followers_count:60, statuses_count:90, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 297345321279827968 4733 3.959114 2013-2014-baseline# TResult(id:297345321279827968, rsv:3.959113836288452, screen_name:dlvr_stories, epoch:1359727623, text:Strong Growth in Core Earnings, Net Income, Loan Originations and Performing Loans Highlight Fourth Quarter and... http://t.co/k4OFS2C8, followers_count:0, statuses_count:3154, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 298895645098536960 4734 3.959114 2013-2014-baseline# TResult(id:298895645098536960, rsv:3.959113836288452, screen_name:OldNEJewelers, epoch:1360097249, text:After the successful launch and presentation of the core collection BALL for BMW, the Swiss watchmak http://t.co/xwRZIVYY, followers_count:1006, statuses_count:7564, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305278637605810176 4735 3.959114 2013-2014-baseline# TResult(id:305278637605810176, rsv:3.959113836288452, screen_name:_LikeAKing_, epoch:1361619073, text:[VID] 130223 SHINee - Beautiful @ MBC Music Core #SHINeeMucoreCB http://t.co/WxYwA5qKCc via: shawolindo, followers_count:86, statuses_count:3229, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 305278725661028352 4736 3.959114 2013-2014-baseline# TResult(id:305278725661028352, rsv:3.959113836288452, screen_name:NGE_CLAN, epoch:1361619094, text:CLAN OPS TONIGHT AT 6PM    Core Kill Confirmed    Highest Total Confirms    TOP 10% GOLD= 1,000 XP, followers_count:132, statuses_count:606, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 316489945084747776 4737 3.959114 2013-2014-baseline# TResult(id:316489945084747776, rsv:3.959113836288452, screen_name:pc_ranking, epoch:1364292057, text:【Amazon】3位 APPLE iMac 27"/2.9GHz Quad Core i5/8GB/1TB MD095J/A http://t.co/Xx7mIhLNjA #mac #apple, followers_count:639, statuses_count:2788, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306717032194383873 4738 3.959114 2013-2014-baseline# TResult(id:306717032194383873, rsv:3.959113836288452, screen_name:julieshaircut, epoch:1361962013, text:I just liked "ON|OFF|MAN - The Core [music video]" on Vimeo: http://t.co/WYfJx9b9qZ, followers_count:131, statuses_count:1384, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 306705825035067392 4739 3.959114 2013-2014-baseline# TResult(id:306705825035067392, rsv:3.959113836288452, screen_name:schroederrock, epoch:1361959341, text:@chazmattison you got me - always calling me out, like you see to the very core of me, followers_count:163, statuses_count:913, lang:null, in_reply_to_status_id:306650792750895104, in_reply_to_user_id:17854579, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 303926897304297472 4740 3.959114 2013-2014-baseline# TResult(id:303926897304297472, rsv:3.959113836288452, screen_name:LittleSkeezTube, epoch:1361296793, text:#teen #blowjob #porn #hardcore #sex #tube ~&gt; Hot hard core fuck in the army http://t.co/P9hxN65m, followers_count:0, statuses_count:7680, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB214 Q0 304785756520603650 4741 3.959114 2013-2014-baseline# TResult(id:304785756520603650, rsv:3.959113836288452, screen_name:gshocker, epoch:1361501561, text:@palmsolo Why does a web browser need a core i5 anyway. Who is this device aimed at?, followers_count:258, statuses_count:3861, lang:null, in_reply_to_status_id:304785114037092352, in_reply_to_user_id:2821, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
