MB147 Q0 318021105094897665 1 8.510438 2013-2013-baseline# TResult(id:318021105094897665, rsv:8.510437965393066, screen_name:ItsZakGodard, epoch:1364657114, text:The Victoria Secret commercials make commercials worth watching., followers_count:623, statuses_count:8101, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 304769482650423296 3255 5.256553 2013-2013-baseline# TResult(id:304769482650423296, rsv:5.256552696228027, screen_name:peacelynn, epoch:1361497681, text:So afraid to get a credit card. :( is Victoria secret a good card for starters., followers_count:195, statuses_count:71905, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 307990833947369472 3256 5.256553 2013-2013-baseline# TResult(id:307990833947369472, rsv:5.256552696228027, screen_name:amyteeraths, epoch:1362265711, text:Okay so basically Victoria's secret finds a way to make me spend all my money there.... #brokelikenojoke, followers_count:1040, statuses_count:1205, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 307991278556164096 3257 5.256553 2013-2013-baseline# TResult(id:307991278556164096, rsv:5.256552696228027, screen_name:JRT1990, epoch:1362265817, text:Tomorrow night I gotta count the stuff in Victoria's Secret. I like night shift bette...: http://t.co/hrQ1TJonyE, followers_count:36, statuses_count:1992, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 302267848749875202 3258 5.256553 2013-2013-baseline# TResult(id:302267848749875202, rsv:5.256552696228027, screen_name:atscheekar, epoch:1360901245, text:So #awkward shopping for a bra in Victoria's Secret while surrounded by wandering men looking for v-day gifts., followers_count:106, statuses_count:1049, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 307992306131296256 3259 5.256553 2013-2013-baseline# TResult(id:307992306131296256, rsv:5.256552696228027, screen_name:BKLYN_ANNETTE, epoch:1362266062, text:I fully believe Victoria's Secret should have a "Girls Only" sign in the door. #awkward #getoutboys!, followers_count:840, statuses_count:3831, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 302902262366343169 3260 5.256553 2013-2013-baseline# TResult(id:302902262366343169, rsv:5.256552696228027, screen_name:chlooeejade, epoch:1361052501, text:ok ladies, we all know that Victoria's Secret bikini gives you an extra two cup sizes, followers_count:190, statuses_count:4487, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 311668504547971072 3261 5.256553 2013-2013-baseline# TResult(id:311668504547971072, rsv:5.256552696228027, screen_name:DedeBhadAsz, epoch:1363142536, text:Ill rather use my covergirl wetslick lip gloss den my victoria secret kiss lip gloss ion like ittttt, followers_count:33, statuses_count:816, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 311875845767720960 3262 5.256553 2013-2013-baseline# TResult(id:311875845767720960, rsv:5.256552696228027, screen_name:aldenanne, epoch:1363191970, text:Victoria's Secret seriously kills my paycheck every two weeks... They just have everything!!!, followers_count:114, statuses_count:2567, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 311876026118574080 3263 5.256553 2013-2013-baseline# TResult(id:311876026118574080, rsv:5.256552696228027, screen_name:specialkartik, epoch:1363192013, text:I am convinced that girls carry stuff in Victoria's Secret bags just to play with our heads., followers_count:50, statuses_count:108, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 298546985177333761 3264 5.256553 2013-2013-baseline# TResult(id:298546985177333761, rsv:5.256552696228027, screen_name:fball_royalty, epoch:1360014122, text:Victoria Secret stop emailing me about cute lingerie for Valentines day! I have no reason for it, followers_count:441, statuses_count:7477, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 304076415861673985 3265 5.256553 2013-2013-baseline# TResult(id:304076415861673985, rsv:5.256552696228027, screen_name:Austin_Dawe, epoch:1361332441, text:crush? — Miranda Kerr, Doutzen Kroes and Candice Sawnderpole ( Victoria secret models )... http://t.co/Ct7TpoUX, followers_count:91, statuses_count:2445, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 300755483369807872 3266 5.256553 2013-2013-baseline# TResult(id:300755483369807872, rsv:5.256552696228027, screen_name:sierrameadows11, epoch:1360540669, text:Victoria's Secret shopping spree, free mani and chocolate, panera, and a beautiful black man's number #daycomplete, followers_count:133, statuses_count:436, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 302535290143248385 3267 5.256553 2013-2013-baseline# TResult(id:302535290143248385, rsv:5.256552696228027, screen_name:DernEvan, epoch:1360965008, text:Victoria secret is a nice place, I just never know what to do in here., followers_count:63, statuses_count:587, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 303114594824642560 3268 5.256553 2013-2013-baseline# TResult(id:303114594824642560, rsv:5.256552696228027, screen_name:fashionsale365, epoch:1361103125, text:#10: Victoria Secret Drenched in Pink Soft and Dreamy Body Mist 8.4oz http://t.co/ilamqzT9 #fragrance, followers_count:2, statuses_count:49515, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 303839861289406465 3269 5.256553 2013-2013-baseline# TResult(id:303839861289406465, rsv:5.256552696228027, screen_name:rebekahhymskowa, epoch:1361276042, text:I need to go to Victoria Secret soon to buy new perfumes and lotions! - http://t.co/hHdhQDMD, followers_count:0, statuses_count:9122, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 306417621799149568 3270 5.256553 2013-2013-baseline# TResult(id:306417621799149568, rsv:5.256552696228027, screen_name:7thInningSteph, epoch:1361890628, text:@alexascimone Trisha Takinawa, reporting live from the Captains clubhouse, wearing Victorias Secret for Cleat Chaser TV @nextyearincle, followers_count:1400, statuses_count:27745, lang:null, in_reply_to_status_id:306410926993715200, in_reply_to_user_id:142079217, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 309245752918552576 3271 5.256553 2013-2013-baseline# TResult(id:309245752918552576, rsv:5.256552696228027, screen_name:sandrasmith88, epoch:1362564907, text:#9: Victoria's Secret Fantasies Vanilla Lace Body Mist (New Look) 8.4 oz http://t.co/1EaxvUrj0D #shopping #sale, followers_count:8, statuses_count:108961, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 301127111291334657 3272 5.256553 2013-2013-baseline# TResult(id:301127111291334657, rsv:5.256552696228027, screen_name:tokes2hard, epoch:1360629272, text:Who needs a valentine when you have Victoria's Secret?! 👍😋❤ #boxofchocolates #spenttoomuch #vs #delicious… http://t.co/ucgoyVJV, followers_count:286, statuses_count:9132, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312407570272894976 3273 5.256553 2013-2013-baseline# TResult(id:312407570272894976, rsv:5.256552696228027, screen_name:Jenaaaay_, epoch:1363318743, text:"@Carson_Case: Strive to be a Proverbs 31 woman, rather than a Victoria's Secret model.", followers_count:360, statuses_count:20877, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 302530173096579072 3274 5.256553 2013-2013-baseline# TResult(id:302530173096579072, rsv:5.256552696228027, screen_name:Yoshiko_Kerr, epoch:1360963788, text:Victoria's Secret Swim 2013:  Bieber, Beats, Bikinis &amp; Beaches http://t.co/l2tnuu16 @youtubeさんから, followers_count:85, statuses_count:53, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 298928650072514560 3275 5.256553 2013-2013-baseline# TResult(id:298928650072514560, rsv:5.256552696228027, screen_name:coolfwdmail, epoch:1360105118, text:She's every groom's dream! Miranda Kerr sets pulses racing as she models new Victoria's Secret brida...... http://t.co/9NpsUevM, followers_count:38, statuses_count:18483, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 317500873003651076 3276 5.256553 2013-2013-baseline# TResult(id:317500873003651076, rsv:5.256552696228027, screen_name:iGoBy_Beautiful, epoch:1364533081, text:i wonder if i have to work at Victoria's Secret tomorrow... hopefully cause i work BAB Saturday thru Monday, followers_count:918, statuses_count:36204, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 317501233730555906 3277 5.256553 2013-2013-baseline# TResult(id:317501233730555906, rsv:5.256552696228027, screen_name:TriggaDez, epoch:1364533167, text:I've been having this Victoria Secret gift card since Christmas , still haven't used  it., followers_count:284, statuses_count:13550, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 317492845114179584 3278 5.256553 2013-2013-baseline# TResult(id:317492845114179584, rsv:5.256552696228027, screen_name:Meek_A_Leakk, epoch:1364531167, text:My shopping bag for victoria secret is waiting on pay day tomorrow &gt;.&lt; #internetshopper #addicting, followers_count:405, statuses_count:7743, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 301977158308478976 3279 5.256553 2013-2013-baseline# TResult(id:301977158308478976, rsv:5.256552696228027, screen_name:Sarmc7, epoch:1360831939, text:My new Victoria Secrets handbag from my lovely hubby @Simcm7 for Valentines Day. #luckygirl xxx http://t.co/vwOOibq1, followers_count:98, statuses_count:834, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 311129913975513089 3280 5.256553 2013-2013-baseline# TResult(id:311129913975513089, rsv:5.256552696228027, screen_name:Marissa_Bastian, epoch:1363014126, text:Awh yall look it's me 💙💜@camerennn britnayy_carter @iloveuk18 a mermaid Victoria's Secret model! http://t.co/aPiu6FdMQH, followers_count:404, statuses_count:6759, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 310874468291592193 3281 5.256553 2013-2013-baseline# TResult(id:310874468291592193, rsv:5.256552696228027, screen_name:stylemeinPINK, epoch:1362953223, text:Victoria's Secret Pink Campus Sz SM Love Pink Graphics | eBay from http://t.co/RtG2y3E5SR via @polyvore: http://t.co/B7DQwmKkDi, followers_count:458, statuses_count:19555, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 310875844010725377 3282 5.256553 2013-2013-baseline# TResult(id:310875844010725377, rsv:5.256552696228027, screen_name:HighFyv, epoch:1362953551, text:@Jadeey143 @meeshfxx but what can you expect when you have 2 Victoria secret models trying to wind you up..., followers_count:412, statuses_count:3823, lang:null, in_reply_to_status_id:310875159265415168, in_reply_to_user_id:839479232, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 299330510545629184 3283 5.256553 2013-2013-baseline# TResult(id:299330510545629184, rsv:5.256552696228027, screen_name:_Danniyyy, epoch:1360200929, text:I MUST go to Victoria's Secret this weekend!!!!!!!!!!!, followers_count:176, statuses_count:23758, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 310879769875079168 3284 5.256553 2013-2013-baseline# TResult(id:310879769875079168, rsv:5.256552696228027, screen_name:estephhany, epoch:1362954487, text:!!! RT @vintageSINNER: ; I need to go to Victoria Secret!! 😩, followers_count:170, statuses_count:40420, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 310885008552386562 3285 5.256553 2013-2013-baseline# TResult(id:310885008552386562, rsv:5.256552696228027, screen_name:xlisannxl, epoch:1362955736, text:Spent about a hundred at victoria secret and another hundred at american apparel, wowzers I'm in lovee, followers_count:28, statuses_count:44, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 298464550326525952 3286 5.256553 2013-2013-baseline# TResult(id:298464550326525952, rsv:5.256552696228027, screen_name:florencehancock, epoch:1359994468, text:In uni debating over who has a better body, Kim kardashian or a Victoria secret model #splitclass #midwiferystudent, followers_count:90, statuses_count:894, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 314027402097475584 3287 5.256553 2013-2013-baseline# TResult(id:314027402097475584, rsv:5.256552696228027, screen_name:jenny_parker1, epoch:1363704941, text:Victoria's Secret marketing sexualizes tween girls, writers say: Concerned voices from feminist and Christian ... http://t.co/Jr1uGZottC, followers_count:1091, statuses_count:34317, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 314027465007833089 3288 5.256553 2013-2013-baseline# TResult(id:314027465007833089, rsv:5.256552696228027, screen_name:trozbel, epoch:1363704956, text:Victoria's Secret marketing sexualizes tween girls, writers say: Concerned voices from feminist and Christian ... http://t.co/B4rSjaIImB, followers_count:43, statuses_count:6670, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 298475078029549568 3289 5.256553 2013-2013-baseline# TResult(id:298475078029549568, rsv:5.256552696228027, screen_name:ToomiXD, epoch:1359996978, text:“@_NajlaQ: When I see pictures of Victoria's Secret Models.. http://t.co/3Lp3t3C7”, followers_count:982, statuses_count:5155, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 303331566195703809 3290 5.256553 2013-2013-baseline# TResult(id:303331566195703809, rsv:5.256552696228027, screen_name:EmilyShonka, epoch:1361154855, text:The Victoria's Secret chocolate I got for Valentine's Day&gt;&gt;&gt;&gt; #mmmmm 💘, followers_count:139, statuses_count:2191, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 303328441430835200 3291 5.256553 2013-2013-baseline# TResult(id:303328441430835200, rsv:5.256552696228027, screen_name:Shorty_Shorti, epoch:1361154110, text:My total at Victoria secret was 368.94 after my coupons i only spent 134.63 good shyt, followers_count:288, statuses_count:10426, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 304675274392473600 3292 5.256553 2013-2013-baseline# TResult(id:304675274392473600, rsv:5.256552696228027, screen_name:Kaelin_May, epoch:1361475220, text:Why would someone buy a $40 cut-off from Victoria's Secret when you can just make your own?, followers_count:114, statuses_count:3999, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312553737585573888 3293 5.256553 2013-2013-baseline# TResult(id:312553737585573888, rsv:5.256552696228027, screen_name:daniar94, epoch:1363353592, text:Maroon 5 Moves Like Jagger 2011(Victoria`s Secret Fashion Show ) LivePerformance - YouTube http://t.co/johSJ7rwEE, followers_count:144, statuses_count:3616, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 304436391989886976 3294 5.256553 2013-2013-baseline# TResult(id:304436391989886976, rsv:5.256552696228027, screen_name:ChelsieDaniels2, epoch:1361418266, text:When my Victoria Secret angel cards come in&gt;&gt;&gt;&gt;&gt; @LTalancon #shoppingtime, followers_count:282, statuses_count:909, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 303641021911273473 3295 5.256553 2013-2013-baseline# TResult(id:303641021911273473, rsv:5.256552696228027, screen_name:HollaBack_Holly, epoch:1361228635, text:#IWishICouldMeet the inventor of yoga pants, and the founder of victoria secrets, to personally thank them!, followers_count:338, statuses_count:21624, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 303641802076987392 3296 5.256553 2013-2013-baseline# TResult(id:303641802076987392, rsv:5.256552696228027, screen_name:Hi__ImMolly, epoch:1361228821, text:Didn't Get A Dress But I Got A Free Thong From Victoria Secret! WHOOP! :D, followers_count:2252, statuses_count:46716, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 317021581509533697 3297 5.256553 2013-2013-baseline# TResult(id:317021581509533697, rsv:5.256552696228027, screen_name:bachelorsfittie, epoch:1364418809, text:I hate walking into Victoria's Secret I always feel instantly like I'll never be pretty enough #damnthosemodels, followers_count:162, statuses_count:1852, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 301505957605801984 3298 5.256553 2013-2013-baseline# TResult(id:301505957605801984, rsv:5.256552696228027, screen_name:letitbe_lovee, epoch:1360719596, text:i shouldnt be aloud on Victorias Secret website!! i want to buy everything! :)), followers_count:115, statuses_count:447, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 301509443085029376 3299 5.256553 2013-2013-baseline# TResult(id:301509443085029376, rsv:5.256552696228027, screen_name:MikaylaEllise, epoch:1360720427, text:Can I go to school to learn how to be a Victoria's Secret Model.  Or no., followers_count:271, statuses_count:25214, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 301370699677827072 3300 5.256553 2013-2013-baseline# TResult(id:301370699677827072, rsv:5.256552696228027, screen_name:Kozy_Kritterz, epoch:1360687348, text:I just added this to my closet on Poshmark: Black Sequin Bag Victorias Secret. http://t.co/jpVzNc0V via @poshmarkapp #shopmycloset, followers_count:1584, statuses_count:6544, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 301368803877593088 3301 5.256553 2013-2013-baseline# TResult(id:301368803877593088, rsv:5.256552696228027, screen_name:the_UrbanHippie, epoch:1360686896, text:Ill take it "@DocMercury: Blown that I ordered that Victoria secret bag for nothing. 😒", followers_count:340, statuses_count:50135, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 301368891937017856 3302 5.256553 2013-2013-baseline# TResult(id:301368891937017856, rsv:5.256552696228027, screen_name:KayShanelle, epoch:1360686917, text:Guys if you don't look like Calvin Klein models don't expect us to look like Victoria Secret Angels, followers_count:172, statuses_count:1103, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 317092054201151488 3303 5.256553 2013-2013-baseline# TResult(id:317092054201151488, rsv:5.256552696228027, screen_name:securitycowboy, epoch:1364435611, text:Internet slowed by 'biggest cyber-attack in history'... Racy Victoria's Secret ...: Internet ... http://t.co/OTdZfRFLNf #cyber #security, followers_count:627, statuses_count:6249, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 298121523393339392 3304 5.256553 2013-2013-baseline# TResult(id:298121523393339392, rsv:5.256552696228027, screen_name:Ichabod7777, epoch:1359912684, text:Victoria's Secret worker scarred for life by niqab-wearing acid attacker-Picture 4 &amp; aft http://t.co/laeBQexy via @wordpressdotcom, followers_count:1830, statuses_count:18617, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 298118797078982658 3305 5.256553 2013-2013-baseline# TResult(id:298118797078982658, rsv:5.256552696228027, screen_name:Deals247G, epoch:1359912034, text:5 Pairs of Victoria's Secret Women's Panties for $26 + $7 s&amp;h http://t.co/ctmotgRp, followers_count:359, statuses_count:6957, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 298195842249134081 3306 5.256553 2013-2013-baseline# TResult(id:298195842249134081, rsv:5.256552696228027, screen_name:royalrodriguezz, epoch:1359930403, text:I wish I can work at Victoria secret or pink. Idc I love them both!, followers_count:72, statuses_count:1461, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 307633798001078272 3307 5.256553 2013-2013-baseline# TResult(id:307633798001078272, rsv:5.256552696228027, screen_name:KewlAss_Butter, epoch:1362180587, text:I can't stay out of Victoria's Secret , I got something up my sleeve for my husband ., followers_count:383, statuses_count:68755, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 307628131521527809 3308 5.256553 2013-2013-baseline# TResult(id:307628131521527809, rsv:5.256552696228027, screen_name:JonyceCollette, epoch:1362179236, text:The undies I bought from Victoria secrets &gt;&gt;&gt;&gt;&gt;, followers_count:436, statuses_count:25467, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 314539413378052096 3309 5.256553 2013-2013-baseline# TResult(id:314539413378052096, rsv:5.256552696228027, screen_name:maddylove188, epoch:1363827014, text:I think I may have an addiction to Victoria Secret!! Need to go shopping like NOW!!😊💗, followers_count:566, statuses_count:761, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 314536481534394368 3310 5.256553 2013-2013-baseline# TResult(id:314536481534394368, rsv:5.256552696228027, screen_name:corpsehands, epoch:1363826315, text:bought a bra today it's from victoria's secret I love love love love this bra!! #mundanehaiku, followers_count:352, statuses_count:37749, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 300842934633390080 3311 5.256553 2013-2013-baseline# TResult(id:300842934633390080, rsv:5.256552696228027, screen_name:hannaH3rdcoast, epoch:1360561519, text:“@LastGodess: If you want to get a girl a valentines present , get her Victoria Secret.”, followers_count:261, statuses_count:31789, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312217522181115904 3312 5.256553 2013-2013-baseline# TResult(id:312217522181115904, rsv:5.256552696228027, screen_name:Jae_Isabell, epoch:1363273432, text:@PFancy thanks but this girl Victoria got a lot of secrets as to why they're nice lol, followers_count:332, statuses_count:4465, lang:null, in_reply_to_status_id:312216949629263872, in_reply_to_user_id:26260582, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 303164834218921984 3313 5.256553 2013-2013-baseline# TResult(id:303164834218921984, rsv:5.256552696228027, screen_name:PureSkinChic, epoch:1361115103, text:VICTORIA'S SECRET HOT PINK LARGE DUFFLE BAG NEW WITH TAGS! $99 value: http://t.co/Nj0JCrfS #victoriassecret, followers_count:380, statuses_count:1084, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 306614309516099585 3314 5.256553 2013-2013-baseline# TResult(id:306614309516099585, rsv:5.256552696228027, screen_name:DayySunshine, epoch:1361937522, text:I'm gonna go get a Victoria Secret card tomorrow and just buy a bunch of panties and yoga pants!, followers_count:116, statuses_count:4842, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 306599881101938688 3315 5.256553 2013-2013-baseline# TResult(id:306599881101938688, rsv:5.256552696228027, screen_name:SincerlyMe_HOEE, epoch:1361934082, text:If somebody bought me some more victoria secret perfume for my birthday , I'd be happy ., followers_count:926, statuses_count:68607, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 312224228848041984 3316 5.256553 2013-2013-baseline# TResult(id:312224228848041984, rsv:5.256552696228027, screen_name:MissMahdam, epoch:1363275031, text:When my bra &amp; panties  match, I feel like a Victoria secret model. lolol, followers_count:447, statuses_count:17169, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 299642046673727491 3317 5.256553 2013-2013-baseline# TResult(id:299642046673727491, rsv:5.256552696228027, screen_name:ManigaultMusic, epoch:1360275205, text:“@stuckonsmooth Shout out to pink by Victoria secret. Best invention ever.” easiest Valentine gift also lol, followers_count:1475, statuses_count:52063, lang:null, in_reply_to_status_id:299641883452395520, in_reply_to_user_id:67645491, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 307226191356645376 3318 5.256553 2013-2013-baseline# TResult(id:307226191356645376, rsv:5.256552696228027, screen_name:argentinamall, epoch:1362083406, text:Victoria´s Secret  Butters, Body Lotion, Splash Tenelo YA! $ 100,00 http://t.co/vnZXdcUrxw #Argentina #BlackBerry #adML, followers_count:55, statuses_count:33840, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 298397768630824960 3319 5.256553 2013-2013-baseline# TResult(id:298397768630824960, rsv:5.256552696228027, screen_name:Zo_LovesYou, epoch:1359978546, text:Wow. RT @_FatHoesNKush: I'm JUST now wearing the perfume Thea got me from Victoria Secret., followers_count:230, statuses_count:102669, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 302336215913476096 3320 5.256553 2013-2013-baseline# TResult(id:302336215913476096, rsv:5.256552696228027, screen_name:fashionsale365, epoch:1360917545, text:#5: Victoria's Secret Amber Romance Body Mist (New Look) 8.4 oz http://t.co/jGRsavio #fragrance, followers_count:2, statuses_count:48818, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB147 Q0 315498474508521473 3321 5.256553 2013-2013-baseline# TResult(id:315498474508521473, rsv:5.256552696228027, screen_name:perfectlybl0, epoch:1364055672, text:Still can't believe I've never been asked to model for Victoria's Secret. Come on, people., followers_count:0, statuses_count:27, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
