MB099 Q0 34643181832241154 1 5.818180 2011-2012-baseline# TResult(id:34643181832241154, rsv:5.818179607391357, screen_name:TrendsGoogle, epoch:1297094552, text:superbowl score by quarter, best superbowl commercials 2011, ...: superbowl score by quarter best superbowl commercials 2011 super bo..., followers_count:17, statuses_count:2655, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 34317891583090688 2 5.162620 2011-2012-baseline# TResult(id:34317891583090688, rsv:5.162619590759277, screen_name:ChristineStfu, epoch:1297016997, text:Gonna shower then wait for the Superbowl to come on. I just wanna watch the commercials lol. Superbowl commercials are the best/funniest., followers_count:291, statuses_count:44634, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29383282202247168 5845 1.976392 2011-2012-baseline# TResult(id:29383282202247168, rsv:1.976392149925232, screen_name:Chels_Hartless, epoch:1295840495, text:Yall thought we were crazy before psh wait til superbowl weekend in pgh we go fuckin hammmm, followers_count:856, statuses_count:45045, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29384575650107392 5846 1.976392 2011-2012-baseline# TResult(id:29384575650107392, rsv:1.976392149925232, screen_name:GWHIIITE, epoch:1295840803, text:The NFL lockout might as well start now, because I'm not watching the Superbowl this year, followers_count:327, statuses_count:373, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29388170860699648 5847 1.976392 2011-2012-baseline# TResult(id:29388170860699648, rsv:1.976392149925232, screen_name:BlockLegend, epoch:1295841660, text:@LovinNatural424 really i 4got..... lmao o so its a yellow vs. yellow superbowl thats cool, followers_count:267, statuses_count:7616, lang:null, in_reply_to_status_id:29387920141975553, in_reply_to_user_id:73787887, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29389622001795072 5848 1.976392 2011-2012-baseline# TResult(id:29389622001795072, rsv:1.976392149925232, screen_name:MikeyFreakinMo, epoch:1295842006, text:@TerrellThomas24 Terrell Thomas is the pro bowl cornerback for the 2011-2012 superbowl champion New York Giants, followers_count:378, statuses_count:1709, lang:null, in_reply_to_status_id:29384168437719040, in_reply_to_user_id:106592374, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29390277135302656 5849 1.976392 2011-2012-baseline# TResult(id:29390277135302656, rsv:1.976392149925232, screen_name:_DanThaMan, epoch:1295842162, text:@TaysGlam they hardly showed anything! Lol theres going to be a new trailer on the superbowl, followers_count:208, statuses_count:18638, lang:null, in_reply_to_status_id:29390045404209152, in_reply_to_user_id:37751078, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29396615550738433 5850 1.976392 2011-2012-baseline# TResult(id:29396615550738433, rsv:1.976392149925232, screen_name:Jennaboo15, epoch:1295843673, text:@justinbieber So I am guessing u want pittsburg to win the superbowl? lol #BlackandYellow #BlackandYellow #BlackandYellow, followers_count:600, statuses_count:2868, lang:null, in_reply_to_status_id:29391490044133376, in_reply_to_user_id:27260086, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29392828090032129 5851 1.976392 2011-2012-baseline# TResult(id:29392828090032129, rsv:1.976392149925232, screen_name:jwspeer, epoch:1295842770, text:My Steelers are going to the SUPERBOWL!!!!!   Might just have to go to Texas., followers_count:97, statuses_count:464, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29393057388429313 5852 1.976392 2011-2012-baseline# TResult(id:29393057388429313, rsv:1.976392149925232, screen_name:TheLaylaElFan, epoch:1295842825, text:@lizzie20114 I gotta feeling... that the Steelers are gonna win the SuperBowl. lol :D, followers_count:620, statuses_count:9980, lang:null, in_reply_to_status_id:29392828610125824, in_reply_to_user_id:80997068, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29375074502971392 5853 1.976392 2011-2012-baseline# TResult(id:29375074502971392, rsv:1.976392149925232, screen_name:Matty_Ice4, epoch:1295838538, text:#ScottMcGee wanted me to ask my #Brownhouse roommates if we can throw a superbowl party @ABerg_40 @boeconstrictor6 @chdeal_12 @BryanWhitesel, followers_count:137, statuses_count:841, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29375686787465216 5854 1.976392 2011-2012-baseline# TResult(id:29375686787465216, rsv:1.976392149925232, screen_name:thetunanet, epoch:1295838684, text:The Steelers are going to the Superbowl! It's exciting cuz that's something we've NEVER seen before. #sarcasm #pretendingtocareaboutfootball, followers_count:68, statuses_count:1093, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29375750721241088 5855 1.976392 2011-2012-baseline# TResult(id:29375750721241088, rsv:1.976392149925232, screen_name:azaloe, epoch:1295838699, text:Get rid of the pro bowl lets watch bears vs jets next week then superbowl as the main event, followers_count:114, statuses_count:176, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29376515942653952 5856 1.976392 2011-2012-baseline# TResult(id:29376515942653952, rsv:1.976392149925232, screen_name:BenBodor, epoch:1295838881, text:Going to be a great superbowl. RT @DavidAce: ITS OFFICIAL!  PACKERS - STEELERS!, followers_count:236, statuses_count:2669, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29347708229656576 5857 1.976392 2011-2012-baseline# TResult(id:29347708229656576, rsv:1.976392149925232, screen_name:RxTrevor14, epoch:1295832013, text:The Jets superbowl was last week. We'll see Pitt in Arlington in 2 weeks. CANT WAIT!!, followers_count:108, statuses_count:304, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29350205652475906 5858 1.976392 2011-2012-baseline# TResult(id:29350205652475906, rsv:1.976392149925232, screen_name:BingooMamaa, epoch:1295832608, text:Wooooooow. There goes my plans for superbowl Sunday. No way I'm watching the Packfags., followers_count:409, statuses_count:477, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29351578527866880 5859 1.976392 2011-2012-baseline# TResult(id:29351578527866880, rsv:1.976392149925232, screen_name:CameraManNiqko, epoch:1295832936, text:Just Read From The Almanac In Back To The Future SuperBowl 2011  Packs &gt; Steelers #realtweet, followers_count:445, statuses_count:779, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29351648363020288 5860 1.976392 2011-2012-baseline# TResult(id:29351648363020288, rsv:1.976392149925232, screen_name:mauvamo, epoch:1295832952, text:@SI_PeterKing the only two teams with great defense and great qb are on the superbowl i think thats fair, followers_count:77, statuses_count:64, lang:null, in_reply_to_status_id:29348065844400128, in_reply_to_user_id:32135704, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29359793449730048 5861 1.976392 2011-2012-baseline# TResult(id:29359793449730048, rsv:1.976392149925232, screen_name:lizzie20114, epoch:1295834894, text:@JacquelineLanay Yeah i like the jets in this one, have they ever been to the Superbowl?, followers_count:1414, statuses_count:50035, lang:null, in_reply_to_status_id:29359350099214337, in_reply_to_user_id:158980844, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29362954163986432 5862 1.976392 2011-2012-baseline# TResult(id:29362954163986432, rsv:1.976392149925232, screen_name:brianwilson99, epoch:1295835648, text:Somebody text that old favre guy & let him know Rodgers and Packers are in the superbowl, followers_count:27, statuses_count:63, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29363983144189952 5863 1.976392 2011-2012-baseline# TResult(id:29363983144189952, rsv:1.976392149925232, screen_name:JodyyyyP, epoch:1295835893, text:I really thought my falcons was goinn Ta superbowl this year.. Its just hittin me. "/, followers_count:196, statuses_count:15553, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29363985815961600 5864 1.976392 2011-2012-baseline# TResult(id:29363985815961600, rsv:1.976392149925232, screen_name:michaelspeer, epoch:1295835894, text:@adiaspeer congrats on ur #packers win but they will face the wrath of my #steelers in da superbowl go worthlessberger, followers_count:35, statuses_count:497, lang:null, in_reply_to_status_id:29339014532173824, in_reply_to_user_id:16063067, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29367169624055808 5865 1.976392 2011-2012-baseline# TResult(id:29367169624055808, rsv:1.976392149925232, screen_name:Swag_A_Milli, epoch:1295836653, text:man...after da Steelers wiin da SuperBowl,look how many #DickRiders itz gon b...smh..., followers_count:125, statuses_count:918, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29367954827116544 5866 1.976392 2011-2012-baseline# TResult(id:29367954827116544, rsv:1.976392149925232, screen_name:destinylove9, epoch:1295836840, text:This superbowl is intense. I'm not into all these sports that much but I know what goes. #jets, followers_count:849, statuses_count:42233, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29353841744945152 5867 1.976392 2011-2012-baseline# TResult(id:29353841744945152, rsv:1.976392149925232, screen_name:ayray333, epoch:1295833475, text:this one game I'm all for the Steelers... Superbowl, Ima root for the Packers!, followers_count:76, statuses_count:2794, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29356806178344962 5868 1.976392 2011-2012-baseline# TResult(id:29356806178344962, rsv:1.976392149925232, screen_name:CorieJeanWalsh, epoch:1295834182, text:@QueenCrash boo GB for all I care! ITS THE SUPERBOWL I just dont wanna watch it alone!, followers_count:108, statuses_count:5747, lang:null, in_reply_to_status_id:29356319991402497, in_reply_to_user_id:134574036, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29356984511758336 5869 1.976392 2011-2012-baseline# TResult(id:29356984511758336, rsv:1.976392149925232, screen_name:DamnSh3Thck, epoch:1295834225, text:Besides the superbowl the NFC/AFC championships are the only games I watch... I'm such a girl LOL, followers_count:274, statuses_count:6784, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29357139931693056 5870 1.976392 2011-2012-baseline# TResult(id:29357139931693056, rsv:1.976392149925232, screen_name:Yves_K_Laurent, epoch:1295834262, text:The cowboys stadium is gunna be packed to its max! Only because the superbowl will be there lol, followers_count:220, statuses_count:14322, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29357338657824768 5871 1.976392 2011-2012-baseline# TResult(id:29357338657824768, rsv:1.976392149925232, screen_name:lenbiasyayo, epoch:1295834309, text:We r back in the superbowl ,,, greatest feelin ever , go pack, followers_count:129, statuses_count:4918, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29006139400126465 5872 1.976392 2011-2012-baseline# TResult(id:29006139400126465, rsv:1.976392149925232, screen_name:ChicagoBiebs, epoch:1295750577, text:I WANT TO SEE THE BEARS V.S JETS AT THE SUPERBOWL!!!! THAT WOULD BE AWESOME, followers_count:584, statuses_count:708, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 28966113698123776 5873 1.976392 2011-2012-baseline# TResult(id:28966113698123776, rsv:1.976392149925232, screen_name:SteBarrow, epoch:1295741034, text:@fletch5live Nerves are kicking in about tomorrow. Packers getting to the Superbowl would be immense. Prediction?, followers_count:383, statuses_count:1471, lang:null, in_reply_to_status_id:28964087723458560, in_reply_to_user_id:231745426, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29589806358986752 5874 1.976392 2011-2012-baseline# TResult(id:29589806358986752, rsv:1.976392149925232, screen_name:AlicooChief, epoch:1295889734, text:This years superbowl... Green Bay versus the Steelers.. Hopefully it will be a good game, followers_count:30, statuses_count:1824, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29690188145885184 5875 1.976392 2011-2012-baseline# TResult(id:29690188145885184, rsv:1.976392149925232, screen_name:V_bLaCk, epoch:1295913667, text:@EpideMickInk was tryina make a move to MD forreal for superbowl...but iono if gonna happen tho..., followers_count:428, statuses_count:6500, lang:null, in_reply_to_status_id:29689731289710593, in_reply_to_user_id:28935838, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29690430496972800 5876 1.976392 2011-2012-baseline# TResult(id:29690430496972800, rsv:1.976392149925232, screen_name:SarahRobbOh, epoch:1295913724, text:If you're wondering how seating is allocated for superbowl... Here's who u need to bribe!  http://yfrog.com/gyijavdj, followers_count:174, statuses_count:931, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29696039816536064 5877 1.976392 2011-2012-baseline# TResult(id:29696039816536064, rsv:1.976392149925232, screen_name:angel_isabel304, epoch:1295915062, text:#OutOfControl how much they charging to get into the clubs out here during superbowl!! #WTF, followers_count:89, statuses_count:171, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29658618492096512 5878 1.976392 2011-2012-baseline# TResult(id:29658618492096512, rsv:1.976392149925232, screen_name:CosignMag, epoch:1295906140, text:S/O to everyone who is making this Superbowl Weekend Edition Guide possible! Details coming soon!, followers_count:814, statuses_count:5376, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29303599406260224 5879 1.976392 2011-2012-baseline# TResult(id:29303599406260224, rsv:1.976392149925232, screen_name:BrittanyWrenn, epoch:1295821497, text:Come on #Bears! Superbowl is on the line here...get it together!!, followers_count:291, statuses_count:682, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29304046691033089 5880 1.976392 2011-2012-baseline# TResult(id:29304046691033089, rsv:1.976392149925232, screen_name:PillsburyFRESH, epoch:1295821603, text:4 fingers In the air... Two touchdowns and a fg away from superbowl berth... Let's go..., followers_count:208, statuses_count:10981, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29304696984313856 5881 1.976392 2011-2012-baseline# TResult(id:29304696984313856, rsv:1.976392149925232, screen_name:lylejennings, epoch:1295821758, text:If hanie somehow wins this game he should get the start in the superbowl. Cutler is a bitch, followers_count:185, statuses_count:1158, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29309088101826560 5882 1.976392 2011-2012-baseline# TResult(id:29309088101826560, rsv:1.976392149925232, screen_name:sauncee, epoch:1295822805, text:Could someone tell the bears they playing to be in the superbowl and to get their shit together, followers_count:143, statuses_count:12647, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29314622586617856 5883 1.976392 2011-2012-baseline# TResult(id:29314622586617856, rsv:1.976392149925232, screen_name:JoshSteve31, epoch:1295824125, text:@ClayTravisBGID Hanie is my SuperBowl QB if he pulls this out. Cutler doesn't touch the field... scrub, followers_count:69, statuses_count:70, lang:null, in_reply_to_status_id:29309834461450240, in_reply_to_user_id:50772918, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29314836114448387 5884 1.976392 2011-2012-baseline# TResult(id:29314836114448387, rsv:1.976392149925232, screen_name:OhhhThatsYoGirl, epoch:1295824176, text:@petiteMEE no tf -_- this is 2 decides who goes to the superbowl on the NFC side, followers_count:432, statuses_count:30021, lang:null, in_reply_to_status_id:29314468328513537, in_reply_to_user_id:148580286, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29315099730640897 5885 1.976392 2011-2012-baseline# TResult(id:29315099730640897, rsv:1.976392149925232, screen_name:EvilTh1rt3en, epoch:1295824239, text:if the #bears win imma go to the stripclub tonight and pay them chicks to do the superbowl shuffle lmao, followers_count:56, statuses_count:55428, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29315265699258369 5886 1.976392 2011-2012-baseline# TResult(id:29315265699258369, rsv:1.976392149925232, screen_name:branlynn, epoch:1295824278, text:@alexberri bahaha truth. We're going to the superbowl next year if everyone keeps playing this bad! Haha jk, followers_count:549, statuses_count:28225, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29316117411401728 5887 1.976392 2011-2012-baseline# TResult(id:29316117411401728, rsv:1.976392149925232, screen_name:mgeertsma, epoch:1295824481, text:That. Was. Ugly. BUT THE PACKERS ARE GOING TO THE SUPERBOWL!!!!, followers_count:169, statuses_count:1022, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29316214006218753 5888 1.976392 2011-2012-baseline# TResult(id:29316214006218753, rsv:1.976392149925232, screen_name:BayportAquaman, epoch:1295824504, text:There it is. Lovie,Did I not tell You. You let em Win the Superbowl., followers_count:116, statuses_count:41444, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29316460258004993 5889 1.976392 2011-2012-baseline# TResult(id:29316460258004993, rsv:1.976392149925232, screen_name:stopoppression, epoch:1295824563, text:*\o/* RT @malt_berg: THE PACK IS GOING TO THE SUPERBOWL *\o/*, followers_count:151, statuses_count:30672, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29316536690810880 5890 1.976392 2011-2012-baseline# TResult(id:29316536690810880, rsv:1.976392149925232, screen_name:teachrteeeacher, epoch:1295824581, text:AHHHH THE PACKERS ARE GOING TO THE SUPERBOWL!!!!!!!!!!, followers_count:300, statuses_count:179, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29316572279476226 5891 1.976392 2011-2012-baseline# TResult(id:29316572279476226, rsv:1.976392149925232, screen_name:DecMay08, epoch:1295824590, text:Woohoo!! Way to go Packers!! We are going to the Superbowl!!!!, followers_count:9, statuses_count:24, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29316615778607104 5892 1.976392 2011-2012-baseline# TResult(id:29316615778607104, rsv:1.976392149925232, screen_name:stephengause, epoch:1295824600, text:My first prediction came true. Packers are going to the Superbowl. Next prediction is Steelers. #fb, followers_count:73, statuses_count:1458, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29316726797635584 5893 1.976392 2011-2012-baseline# TResult(id:29316726797635584, rsv:1.976392149925232, screen_name:katya2032, epoch:1295824627, text:Hometown boy could have put the Bears in the Superbowl. :( Good job, Caleb., followers_count:134, statuses_count:307, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29316790270038016 5894 1.976392 2011-2012-baseline# TResult(id:29316790270038016, rsv:1.976392149925232, screen_name:ElisabethMcC, epoch:1295824642, text:Ahhhh... (insert a catchy way of saying the packers are going to the superbowl), followers_count:52, statuses_count:1280, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29316851385245696 5895 1.976392 2011-2012-baseline# TResult(id:29316851385245696, rsv:1.976392149925232, screen_name:vinsparks1, epoch:1295824656, text:Shields was the monster today. Can you believe the Packers are going the Superbowl!?, followers_count:124, statuses_count:1843, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29316915688120320 5896 1.976392 2011-2012-baseline# TResult(id:29316915688120320, rsv:1.976392149925232, screen_name:Andie311, epoch:1295824672, text:I think the only way the Superbowl could suck worse is if it was the Bronco's and the Cowboys., followers_count:107, statuses_count:420, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29317061998026752 5897 1.976392 2011-2012-baseline# TResult(id:29317061998026752, rsv:1.976392149925232, screen_name:datraumatic1, epoch:1295824706, text:Jay Cutler's menstrual cycle & lovie Smith's down syndrome have sent the Green Bay Packers to the Superbowl, followers_count:466, statuses_count:35747, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29317238389477376 5898 1.976392 2011-2012-baseline# TResult(id:29317238389477376, rsv:1.976392149925232, screen_name:megancmccarthy, epoch:1295824748, text:aww, bears. :( good game, green bay. i hope you win the superbowl., followers_count:137, statuses_count:4570, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29317806214356992 5899 1.976392 2011-2012-baseline# TResult(id:29317806214356992, rsv:1.976392149925232, screen_name:Dat_Nigguh_Greg, epoch:1295824884, text:Fucken Cutler U Ruined The Bears Superbowl Chance!..): #dissapointed "MRSTEALYOGIRL", followers_count:46, statuses_count:2078, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29317953644142592 5900 1.976392 2011-2012-baseline# TResult(id:29317953644142592, rsv:1.976392149925232, screen_name:renomyra, epoch:1295824919, text:Us going to the Superbowl is awesome. Beating the Bears twice to get there is even better., followers_count:78, statuses_count:1494, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29318248012972033 5901 1.976392 2011-2012-baseline# TResult(id:29318248012972033, rsv:1.976392149925232, screen_name:trueagape107, epoch:1295824989, text:Superbowl, here we come!!!! Green and gold all the way! Go Pack!!, followers_count:24, statuses_count:85, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29318440179208193 5902 1.976392 2011-2012-baseline# TResult(id:29318440179208193, rsv:1.976392149925232, screen_name:SmokeLaughLove, epoch:1295825035, text:Packers going to the Superbowl!!!!!!!!!! Woo woo, followers_count:4644, statuses_count:72437, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29318504284954625 5903 1.976392 2011-2012-baseline# TResult(id:29318504284954625, rsv:1.976392149925232, screen_name:kickawesomefan, epoch:1295825050, text:@Lizbiz8 that wasa good game i guess ill cheer for them in the superbowl even tho iam a bears fan, followers_count:444, statuses_count:2968, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29318861346054144 5904 1.976392 2011-2012-baseline# TResult(id:29318861346054144, rsv:1.976392149925232, screen_name:BoogieDaBeat, epoch:1295825135, text:All green!!! RT @SlyPayne: Will be an all green or all yellow SuperBowl ??, followers_count:819, statuses_count:10847, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29319190544384000 5905 1.976392 2011-2012-baseline# TResult(id:29319190544384000, rsv:1.976392149925232, screen_name:ImNotH3R, epoch:1295825214, text:I still love u tho RT @JHolla_DesPain HATER RT @ImNotH3R115: Superbowl is gonna suck this year o_O #NoOffense, followers_count:386, statuses_count:77952, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29310516002299904 5906 1.976392 2011-2012-baseline# TResult(id:29310516002299904, rsv:1.976392149925232, screen_name:jword316, epoch:1295823146, text:@MontaFaith ok what about the steelers and the bears to play in the superbowl, who will u pick, followers_count:581, statuses_count:2566, lang:null, in_reply_to_status_id:29308952407703552, in_reply_to_user_id:27567455, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29310708290166784 5907 1.976392 2011-2012-baseline# TResult(id:29310708290166784, rsv:1.976392149925232, screen_name:KDEEZYYY, epoch:1295823192, text:lil Wayne should be doing the halftime show at the Superbowl this year instead of the black eyed peas, followers_count:1188, statuses_count:4660, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29310871821881344 5908 1.976392 2011-2012-baseline# TResult(id:29310871821881344, rsv:1.976392149925232, screen_name:elsaguakil, epoch:1295823231, text:Y Green Bay va al superbowl!!!!!!!!!!! #gopackers, followers_count:69, statuses_count:450, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29310912921870338 5909 1.976392 2011-2012-baseline# TResult(id:29310912921870338, rsv:1.976392149925232, screen_name:BrooksFocused, epoch:1295823240, text:@Packers on the Superbowl!!! Let's gooooooooo!!! Wisconsin we on the map!!, followers_count:236, statuses_count:6348, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29311059110133760 5910 1.976392 2011-2012-baseline# TResult(id:29311059110133760, rsv:1.976392149925232, screen_name:deoncarlette, epoch:1295823275, text:However, a Steeler win will make my SuperBowl weekend in Pittsburg really awesome. I ain't cheering though..., followers_count:344, statuses_count:6257, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
MB099 Q0 29311847538626561 5911 1.976392 2011-2012-baseline# TResult(id:29311847538626561, rsv:1.976392149925232, screen_name:jpru4, epoch:1295823463, text:Rooting hard for chitown, 3rd string qb to goto the superbowl! Hollywood loves this stuff, followers_count:127, statuses_count:1745, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0)
