MB128 Q0 304306200781156352 1 5.987014 2013-2013-baseline# TResult(id:304306200781156352, rsv:5.987013816833496, screen_name:amaadius, epoch:1361387226, text:amadius**** Shop online safely and securely on Phoenix Online Clothing:   Phoenixo Online Clothing is an onlin... http://t.co/K7MiKNSQ, followers_count:72, statuses_count:3851, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 301948507009474560 5641 2.359771 2013-2013-baseline# TResult(id:301948507009474560, rsv:2.359771490097046, screen_name:rajeev7668, epoch:1360825108, text:@/meganFR3SH Do yo use credit card while online shopping? Is it safe? Use Vcc to shop online… http://t.co/sRyYg756, followers_count:11, statuses_count:51870, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 310211206218653697 5642 2.359771 2013-2013-baseline# TResult(id:310211206218653697, rsv:2.359771490097046, screen_name:Job_Universe, epoch:1362795089, text:Now Hiring: Online Magazine Launch: We are launching a new online magazine this summer and ... http://t.co/ERqBmTlPHB #jobs #employment, followers_count:0, statuses_count:277075, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 307454491496693760 5643 2.359771 2013-2013-baseline# TResult(id:307454491496693760, rsv:2.359771490097046, screen_name:GlenEwing1, epoch:1362137837, text:Dealer’s Choice: New Jersey, Nevada Online Gambling Pros and Cons: New Jersey, Nevada Online Gambling Pros and Cons http://t.co/2BmUD6DRV2, followers_count:1838, statuses_count:61547, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 307450376884469760 5644 2.359771 2013-2013-baseline# TResult(id:307450376884469760, rsv:2.359771490097046, screen_name:seomethodoligy, epoch:1362136856, text:Vamperifica (2011) – Hollywood Movie Watch Online: Vamperifica (2011) – Hollywood Movie Watch Online Cast: B... http://t.co/L5yIvQDZl5, followers_count:1581, statuses_count:9786, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 307450980881010688 5645 2.359771 2013-2013-baseline# TResult(id:307450980881010688, rsv:2.359771490097046, screen_name:allissawilliams, epoch:1362137000, text:Online Marketing: Online Marketing News: Top CEOs in Social, Facebook to Solve Attribution Problem with Atlas:... http://t.co/0NDduKjknN, followers_count:4032, statuses_count:6319, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 309876882415968256 5646 2.359771 2013-2013-baseline# TResult(id:309876882415968256, rsv:2.359771490097046, screen_name:reviewsban, epoch:1362715380, text:Online Order Management Review – Getting Ripped Is Easy?: Online Order Management Review from the real custome... http://t.co/ZoxDTwcpF9, followers_count:24, statuses_count:2277, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 309884943876636672 5647 2.359771 2013-2013-baseline# TResult(id:309884943876636672, rsv:2.359771490097046, screen_name:PughMaisey, epoch:1362717302, text:The X Files: I Want to Believe watch online: The X Files: I Want to Believe watch online http://t.co/ggOQE9NE3c, followers_count:0, statuses_count:11, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 314895866290909185 5648 2.359771 2013-2013-baseline# TResult(id:314895866290909185, rsv:2.359771490097046, screen_name:games1z, epoch:1363911999, text:Online Games Mr. Blu’s Adventure!: A platformer with only 1 level Control with the arrow keys. http://t.co/n52L4MyC0j Free Online Games, followers_count:0, statuses_count:4390, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 305236753252503552 5649 2.359771 2013-2013-baseline# TResult(id:305236753252503552, rsv:2.359771490097046, screen_name:buggar9000, epoch:1361609087, text:Stream When Harry Met Sally… Movie Online: Stream When Harry Met Sally… Movie Online. Movie Title: When Harry ... http://t.co/FdZSZL12wt, followers_count:0, statuses_count:3487, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 318115074290089985 5650 2.359771 2013-2013-baseline# TResult(id:318115074290089985, rsv:2.359771490097046, screen_name:Maraya_Tof, epoch:1364679518, text:Online ads are cost effective, monitoring made easy...just to add that the diverse online tools can be confusing., followers_count:401, statuses_count:2977, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 297575978648104960 5651 2.359771 2013-2013-baseline# TResult(id:297575978648104960, rsv:2.359771490097046, screen_name:biznetworkingLV, epoch:1359782616, text:Build Relationships NOT Links For Online Traffic: Your long term success online will be very reliant upon your a... http://t.co/Sg1cXK8O, followers_count:95, statuses_count:776, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 314892246581387264 5652 2.359771 2013-2013-baseline# TResult(id:314892246581387264, rsv:2.359771490097046, screen_name:Quarter_Comics, epoch:1363911136, text:Super Hero Squad Online: Meet Quicksilver: Hero Up, Squaddies! "Super Hero Squad Online" is now live, and you... http://t.co/CtlgU6DbQJ, followers_count:574, statuses_count:457, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 313227992912502785 5653 2.359771 2013-2013-baseline# TResult(id:313227992912502785, rsv:2.359771490097046, screen_name:jasonparker07, epoch:1363514347, text:#Job online store web design by sarahhcsz: I'll be setting up an online store and i will need a web... http://t.co/rIQEVr4WPy #WebDesign, followers_count:1918, statuses_count:172160, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 305413308293468162 5654 2.359771 2013-2013-baseline# TResult(id:305413308293468162, rsv:2.359771490097046, screen_name:KajiuraWorld, epoch:1361651181, text:(Sword Art Online) Original Soundtrack Vol.1 - Everyday Life. #3: (Sword Art Online) Original Soundtrack Vol... http://t.co/KqYhYM67WM, followers_count:214, statuses_count:29232, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 314104162034020352 5655 2.359771 2013-2013-baseline# TResult(id:314104162034020352, rsv:2.359771490097046, screen_name:JanellaWinchest, epoch:1363723242, text:John Tucker Must Die full movies , watch online movies, onl: John Tucker Must Die full movies , watch online... http://t.co/IiDhJQfWCE, followers_count:0, statuses_count:116, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 304004064105091072 5656 2.359771 2013-2013-baseline# TResult(id:304004064105091072, rsv:2.359771490097046, screen_name:mmorpg_tweeter, epoch:1361315191, text:MechWarrior Online: New Mega-Sized Map Added: MechWarrior Online players will want to check into the ... http://t.co/rirtjiKh @mmorpgcom, followers_count:17, statuses_count:3388, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 304008971449147392 5657 2.359771 2013-2013-baseline# TResult(id:304008971449147392, rsv:2.359771490097046, screen_name:xbox360newsnet, epoch:1361316361, text:EVE Online patched to rebalance Tier 1 ships: CCP has patched EVE Online, overhauling the user interface and mod... http://t.co/kcHHKlcB, followers_count:617, statuses_count:27851, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 304006857494777856 5658 2.359771 2013-2013-baseline# TResult(id:304006857494777856, rsv:2.359771490097046, screen_name:Socialsymphany, epoch:1361315857, text:Skip Skype, workout with friends online with Wello: Wello, a Kleiner Perkins-backed online personal training sta... http://t.co/DbzsFCf3, followers_count:23, statuses_count:12180, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 317740053193453568 5659 2.359771 2013-2013-baseline# TResult(id:317740053193453568, rsv:2.359771490097046, screen_name:classi4u, epoch:1364590106, text:Online Bookshop (COJ236644): [Encyclopedia/Dictionary] Our online bookshop has over 1000 unique boooks on awid... http://t.co/wJe2VTfIIN, followers_count:46, statuses_count:34776, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 306489671578419200 5660 2.359771 2013-2013-baseline# TResult(id:306489671578419200, rsv:2.359771490097046, screen_name:romancelt, epoch:1361907806, text:@andrewbusby Online will become part of the norm but not all consumers have smart phones Online will be part of mix including paper tv etc, followers_count:88, statuses_count:1386, lang:null, in_reply_to_status_id:306475578935091202, in_reply_to_user_id:192160041, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 308645929685250048 5661 2.359771 2013-2013-baseline# TResult(id:308645929685250048, rsv:2.359771490097046, screen_name:C4TakePart, epoch:1362421898, text:Have you looked for love online?A new C4 shows wants your good, bad and romantic experiences online dating. More info http://t.co/uH13QYmct9, followers_count:45, statuses_count:182, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 301775793963544576 5662 2.359771 2013-2013-baseline# TResult(id:301775793963544576, rsv:2.359771490097046, screen_name:earneextramoney, epoch:1360783930, text:Work from home and make money online - Legit Online Jobs Make Real Monery EARN $200+ PER DAY -&gt; http://t.co/2nxsvltm 4:32, followers_count:4402, statuses_count:49568, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 305293942621097984 5663 2.359771 2013-2013-baseline# TResult(id:305293942621097984, rsv:2.359771490097046, screen_name:Work_atHome2011, epoch:1361622722, text:Work from home online through working at home on the internet, you can earn money from home or online. http://t.co/Xupong5miD, followers_count:5502, statuses_count:111174, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 305286740992749568 5664 2.359771 2013-2013-baseline# TResult(id:305286740992749568, rsv:2.359771490097046, screen_name:tips4singers, epoch:1361621005, text:Great article on online/skype lessons: “@singingtutor: Online singing lessons - (how) do they work? http://t.co/xDI6yOtmHs [new blog post]”, followers_count:823, statuses_count:3333, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 298209645720375296 5665 2.359771 2013-2013-baseline# TResult(id:298209645720375296, rsv:2.359771490097046, screen_name:UKMKlaten, epoch:1359933694, text:Liputan Workshop UKMKLATEN GO ONLINE: Minggu, 3 Februari 2013 diadakan workshop UKMKLATEN GO ONLINE. Workshop in... http://t.co/viRQ0HVL, followers_count:67, statuses_count:685, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 298207888311214081 5666 2.359771 2013-2013-baseline# TResult(id:298207888311214081, rsv:2.359771490097046, screen_name:rajeev7668, epoch:1359933275, text:@/kbrebbs127 Do yo use credit card while online shopping? Is it safe? Use Vcc to shop online… http://t.co/gu1Fqep1, followers_count:11, statuses_count:50897, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 298206453859221505 5667 2.359771 2013-2013-baseline# TResult(id:298206453859221505, rsv:2.359771490097046, screen_name:najahmijir, epoch:1359932933, text:I don't get when people wall post people saying 'come online' like how thefuck are they gonna see if they aren't online #WhereIsTheLogic, followers_count:220, statuses_count:4713, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 297988131947438080 5668 2.359771 2013-2013-baseline# TResult(id:297988131947438080, rsv:2.359771490097046, screen_name:Swerv101, epoch:1359880881, text:http://t.co/wZNdbplb Shopping Online With Perks Is A Great Idea! Caulon!, Check out this post Shopping Online With Perks Is A, followers_count:399, statuses_count:42724, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 306451423716077569 5669 2.359771 2013-2013-baseline# TResult(id:306451423716077569, rsv:2.359771490097046, screen_name:Eloqua, epoch:1361898687, text:88% of online users give intentionally incorrect information when creating a new online account. http://t.co/FJNjJTctKp &lt;Do you?, followers_count:22683, statuses_count:9154, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 306452195442847744 5670 2.359771 2013-2013-baseline# TResult(id:306452195442847744, rsv:2.359771490097046, screen_name:YajairaG3pP, epoch:1361898871, text:#thingsgirlslike http://t.co/it3EqyRLzr (Make Money Online) Tutorial on How To Earn &amp; Make Money Online Working Part Time (best way), followers_count:0, statuses_count:4, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 299450576696115200 5671 2.359771 2013-2013-baseline# TResult(id:299450576696115200, rsv:2.359771490097046, screen_name:finkescott, epoch:1360229555, text:@stevenoroho Nevada passed online poker last year! Please ask @GovChristie to sign A2578, the online #poker bill, to keep AC in the game., followers_count:26, statuses_count:54, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 299449167418368001 5672 2.359771 2013-2013-baseline# TResult(id:299449167418368001, rsv:2.359771490097046, screen_name:hotgirlsdoingit, epoch:1360229219, text:Bigboobskris is online! - Bigboobskris is online and ready to chat, sign in to your XXXOasisCams account now! http://t.co/vXFNxUmH, followers_count:769, statuses_count:9994, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311214890582937601 5673 2.359771 2013-2013-baseline# TResult(id:311214890582937601, rsv:2.359771490097046, screen_name:Zaingsc, epoch:1363034386, text:Watch Pulp Fiction (1994): Watch Movie Online Now in : Download Now | Watch in HD Now Rel... http://t.co/Q6pCzt4sYD Movie Online #iphone, followers_count:898, statuses_count:954, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 315069216875220992 5674 2.359771 2013-2013-baseline# TResult(id:315069216875220992, rsv:2.359771490097046, screen_name:charlso1, epoch:1363953329, text:Why Many people Failed to Make It Online - Many people are not making it online not because they are out of luck,... http://t.co/Wz7Um8juEu, followers_count:690, statuses_count:7690, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 318070631449116672 5675 2.359771 2013-2013-baseline# TResult(id:318070631449116672, rsv:2.359771490097046, screen_name:Cam511Camille, epoch:1364668922, text:SWINGERS ONLINE COMMUNITY Indulge with like-minded London! Make your fantasies come true - online NOW! Join us today http://t.co/VWTJoJ4VUw, followers_count:1997, statuses_count:4316, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 313635914129739776 5676 2.359771 2013-2013-baseline# TResult(id:313635914129739776, rsv:2.359771490097046, screen_name:ludomation, epoch:1363611603, text:@BenjaminCousins if SimCity were an online game then yes. But it's not. They are shoe-horning it to require online because $$$, followers_count:878, statuses_count:3496, lang:null, in_reply_to_status_id:313629939842809856, in_reply_to_user_id:18866772, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 317663536509771776 5677 2.359771 2013-2013-baseline# TResult(id:317663536509771776, rsv:2.359771490097046, screen_name:payneties, epoch:1364571863, text:*harry comes online* ohmygod harry i love u have sexwith me follow me!! *louis comes online*, followers_count:176, statuses_count:13477, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 317665990156623873 5678 2.359771 2013-2013-baseline# TResult(id:317665990156623873, rsv:2.359771490097046, screen_name:dubid0, epoch:1364572448, text:@astrogerly or pick up some new skills via an online class, e.g. work towards the theory part of a WFA certification online!, followers_count:252, statuses_count:7091, lang:en, in_reply_to_status_id:317662113046880258, in_reply_to_user_id:28496167, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 316932163129966593 5679 2.359771 2013-2013-baseline# TResult(id:316932163129966593, rsv:2.359771490097046, screen_name:NYDealDaddy, epoch:1364397490, text:Four Online Stock-Trading Classes or Four-Day Live Online Stock-Trading Course from Bulls on Wall Street (Up to... http://t.co/OyiO5eLHQC, followers_count:172, statuses_count:9742, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 302768581542825984 5680 2.359771 2013-2013-baseline# TResult(id:302768581542825984, rsv:2.359771490097046, screen_name:FFDAS, epoch:1361020629, text:Hurry! Online tix avail today til noon for Cool Cat Casino Night tonite, save $5 online ea tix Lots of fun,... http://t.co/VJu6KcIs, followers_count:131, statuses_count:3043, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 300121799524503553 5681 2.359771 2013-2013-baseline# TResult(id:300121799524503553, rsv:2.359771490097046, screen_name:omkrishna71, epoch:1360389587, text:http://t.co/ddBcq3ty Online application form for IISc B.S. 2013: How can I make online application for IISc (Ind... http://t.co/RRbJOJ3G, followers_count:17, statuses_count:8667, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 302598355689803776 5682 2.359771 2013-2013-baseline# TResult(id:302598355689803776, rsv:2.359771490097046, screen_name:hd_tvchannel, epoch:1360980044, text:Watch Tv Online Watch 3500 Channels On Pc,On line tv,Internet Television,Laptop TV,Live TV Online,TV on PC -&gt; http://t.co/bUT87vxk 11:00, followers_count:1727, statuses_count:40571, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 308337912611737600 5683 2.359771 2013-2013-baseline# TResult(id:308337912611737600, rsv:2.359771490097046, screen_name:makecashonline5, epoch:1362348461, text:Apply for my free online marketing course! Get the latest tips and tricks to start your own online bizz! =&gt; http://t.co/SgPFfXIQwZ, followers_count:3564, statuses_count:16848, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311645343592902657 5684 2.359771 2013-2013-baseline# TResult(id:311645343592902657, rsv:2.359771490097046, screen_name:Kenzr11, epoch:1363137014, text:@tcartoski @hanna_lynn06 and they were ones that weren't online. I would say definitely go before you order online :), followers_count:415, statuses_count:7629, lang:null, in_reply_to_status_id:311644944387420160, in_reply_to_user_id:497363933, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311039195374301184 5685 2.359771 2013-2013-baseline# TResult(id:311039195374301184, rsv:2.359771490097046, screen_name:PASSearch, epoch:1362992497, text:UPDATE 1-Online betting firm 888 poised to launch in U.S.: LONDON, March 11 (Reuters) - Online gaming firm 888... http://t.co/fBs6wnOfVm, followers_count:5, statuses_count:1086, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 317973994689138689 5686 2.359771 2013-2013-baseline# TResult(id:317973994689138689, rsv:2.359771490097046, screen_name:DavetaWeber, epoch:1364645882, text:How To Earn Money Online Free (Superpay.me): How To Earn Money Online Free (Superpay.me) http://t.co/NQ3xrtb4J0, followers_count:21, statuses_count:87, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 317971981440016384 5687 2.359771 2013-2013-baseline# TResult(id:317971981440016384, rsv:2.359771490097046, screen_name:Tramadolstore, epoch:1364645402, text:Solution to Dog Pain- Pain Killer For Dogs|Buy Cheap #TRAMADOL Online: TRAMADOL prescription. Buy Fioricet Online http://t.co/4JRLm8ggrO, followers_count:2442, statuses_count:92420, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 305330613387395073 5688 2.359771 2013-2013-baseline# TResult(id:305330613387395073, rsv:2.359771490097046, screen_name:corked22, epoch:1361631465, text:My Friend George had a $3000 day working online, Never thought you can make that online (video) --&gt;http://t.co/sf3OYaj0tt, followers_count:1998, statuses_count:1487, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311031960174751744 5689 2.359771 2013-2013-baseline# TResult(id:311031960174751744, rsv:2.359771490097046, screen_name:hd_tvchannel, epoch:1362990772, text:Watch Tv Online Watch 3500 Channels On Pc,On line tv,Internet Television,Laptop TV,Live TV Online,TV on PC -&gt; http://t.co/VmbsgXCQQe 17:32, followers_count:1726, statuses_count:41909, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311033348501954560 5690 2.359771 2013-2013-baseline# TResult(id:311033348501954560, rsv:2.359771490097046, screen_name:fathuraza, epoch:1362991103, text:Claimants 'lose out' if not online: Benefit claimants need help to be given online access or risk losing out f... http://t.co/0uXQ1VMSN8, followers_count:886, statuses_count:106970, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311034543891181570 5691 2.359771 2013-2013-baseline# TResult(id:311034543891181570, rsv:2.359771490097046, screen_name:abidonsegzy, epoch:1362991388, text:Claimants 'lose out' if not online: Benefit claimants need help to be given online access or risk losing out f... http://t.co/U65RoW6Kfv, followers_count:368, statuses_count:19234, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311034661335871488 5692 2.359771 2013-2013-baseline# TResult(id:311034661335871488, rsv:2.359771490097046, screen_name:realmessifcb, epoch:1362991416, text:Claimants 'lose out' if not online: Benefit claimants need help to be given online access or risk losing out f... http://t.co/JDFC4l7Qj2, followers_count:1917, statuses_count:11642, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311299359654420481 5693 2.359771 2013-2013-baseline# TResult(id:311299359654420481, rsv:2.359771490097046, screen_name:keithc1, epoch:1363054525, text:Household splits over cell phones as credit cards: Arkansas Online is the largest online source for breaking n... http://t.co/9tzxXVE3ci, followers_count:0, statuses_count:14003, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 317928448725229569 5694 2.359771 2013-2013-baseline# TResult(id:317928448725229569, rsv:2.359771490097046, screen_name:alan69holland, epoch:1364635023, text:How To Start A Dating Service Online?: John asks… Why are British Railways so expensive to use? You book onlin... http://t.co/So8qodLGIx, followers_count:0, statuses_count:1896, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 317928662655709184 5695 2.359771 2013-2013-baseline# TResult(id:317928662655709184, rsv:2.359771490097046, screen_name:ModWarfare3, epoch:1364635074, text:#3: The Borderlands 2 Season Pass [Online Game Code]: The Borderlands 2 Season Pass [Online Gam... http://t.co/GBeWj5x7og #gaming #deals, followers_count:13, statuses_count:8976, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 298577247076511744 5696 2.359771 2013-2013-baseline# TResult(id:298577247076511744, rsv:2.359771490097046, screen_name:sarahevelyn_, epoch:1360021337, text:@Real_Liam_Payne good boy Li Li not coming online while I was sleeping. Now please come online in the next hour k, k thanks mwah!, followers_count:6970, statuses_count:40836, lang:en, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311037551181967361 5697 2.359771 2013-2013-baseline# TResult(id:311037551181967361, rsv:2.359771490097046, screen_name:Etha_Attilio, epoch:1362992105, text:@stfudustin Claimants 'lose out' if not online: Benefit claimants need help to be given online access or risk losing ou... @BadKidAndrew, followers_count:0, statuses_count:8844, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311037702210457601 5698 2.359771 2013-2013-baseline# TResult(id:311037702210457601, rsv:2.359771490097046, screen_name:Shenna_Melugin, epoch:1362992141, text:@stfudustin : Claimants 'lose out' if not online: Benefit claimants need help to be given online access or risk losing ... @BadKidAndrew, followers_count:0, statuses_count:8983, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311037790278266880 5699 2.359771 2013-2013-baseline# TResult(id:311037790278266880, rsv:2.359771490097046, screen_name:Ching_Wimsatt, epoch:1362992162, text:@stfudustin Claimants 'lose out' if not online: Benefit claimants need help to be given online access or risk losing ou... @BadKidAndrew, followers_count:0, statuses_count:9141, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311370985804808192 5700 2.359771 2013-2013-baseline# TResult(id:311370985804808192, rsv:2.359771490097046, screen_name:casinos2011, epoch:1363071602, text:Online Casino - The latest reviews, largest casino comparison and ranking for the best casino bonuses online. http://t.co/4NJUwYLVXc, followers_count:3136, statuses_count:115263, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311374823592951808 5701 2.359771 2013-2013-baseline# TResult(id:311374823592951808, rsv:2.359771490097046, screen_name:cheapustramadol, epoch:1363072517, text:Solution to Dog Pain- Pain Killer For Dogs|Buy Cheap #TRAMADOL Online: TRAMADOL prescription Buy Tramadol Online&gt;... http://t.co/SkzXHRGorx, followers_count:1399, statuses_count:26387, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
MB128 Q0 311384726332133376 5702 2.359771 2013-2013-baseline# TResult(id:311384726332133376, rsv:2.359771490097046, screen_name:allergiesfinder, epoch:1363074878, text:Online tool calculates how many people you've indirectly had sex with: A new online calculator tabulates how m... http://t.co/qdER9lLPg2, followers_count:2545, statuses_count:727, lang:null, in_reply_to_status_id:0, in_reply_to_user_id:0, retweeted_status_id:0, retweeted_user_id:0, retweeted_count:0) 
